56.3633, 36.0937, -35.9648
47.9687, 24.0625, -31.3242
41.9727, 14.4375, -26.6836
33.5781, 8.4219, -15.0820
31.1797, 4.8125, -15.0820
22.7852, 7.2188, 6.9609
23.9844, 7.2188, 17.4023
22.7852, 10.8281, 25.5234
20.3867, 20.4531, 33.6445
21.5859, 31.2812, 39.4453
26.3828, 31.2812, 40.6055
22.7852, 49.3281, 45.2461
14.3906, 61.3594, 48.7266
3.5977, 69.7813, 46.4062
-20.3867, 83.0156, 37.1250
-38.3750, 81.8125, 18.5625
-44.3711, 79.4063, 0.0000
-47.9687, 68.5781, -18.5625
-45.5703, 54.1406, -29.0039
-44.3711, 46.9219, -26.6836
-44.3711, 36.0937, -12.7617
-40.7734, 34.8906, 8.1211
-35.9766, 36.0937, 18.5625
-31.1797, 46.9219, 29.0039
-20.3867, 62.5625, 39.4453
-15.5898, 69.7813, 39.4453
-11.9922, 85.4219, 35.9648
-5.9961, 101.0625, 29.0039
-2.3984, 104.6719, 18.5625
-3.5977, 110.6875, 12.7617
-7.1953, 114.2969, 5.8008
-4.7969, 115.5000, -8.1211
-3.5977, 116.7031, -12.7617
-5.9961, 114.2969, -10.4414
3.5977, 114.2969, 6.9609
21.5859, 105.8750, 18.5625
32.3789, 102.2656, 23.2031
47.9687, 99.8594, 3.4805
51.5664, 99.8594, -18.5625
53.9648, 95.0469, -24.3633
53.9648, 93.8438, -5.8008
53.9648, 81.8125, 22.0430
53.9648, 66.1719, 30.1641
58.7617, 55.3437, 29.0039
59.9609, 49.3281, 22.0430
59.9609, 46.9219, 19.7227
57.5625, 43.3125, 24.3633
56.3633, 44.5156, 24.3633
55.1641, 44.5156, 23.2031
58.7617, 44.5156, 25.5234
59.9609, 45.7187, 19.7227
59.9609, 42.1094, 23.2031
64.7578, 37.2969, 17.4023
64.7578, 37.2969, 17.4023
62.3594, 38.5000, 20.8828
67.1563, 40.9062, 19.7227
63.5586, 48.1250, 24.3633
62.3594, 49.3281, 24.3633
64.7578, 49.3281, 24.3633
63.5586, 50.5312, 23.2031
63.5586, 48.1250, 23.2031
62.3594, 49.3281, 25.5234
64.7578, 49.3281, 24.3633
67.1563, 57.7500, 20.8828
